item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel
Keeping African Grey Parrots (Ts-111) by Alderton, David; Alderton, D.		0502I06YHOX	198	19.23	1	2011-05-01 21:52:27 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0866229574			2	Domestic		0866229574			0	DEFAULT
Development of Language, The by Berko, Gleason		0502I06YIC9	199	4.99	1	2011-05-01 21:52:28 PDT		y	2		Very nice copy with about 20 pages with minor highlighting. Fast Shipping! 100% Satisfaction Guaranteed!	2				0205198856			2	Domestic		0205198856			0	DEFAULT
Jesus Under Fire: Modern Scholarship Reinvents the Historical Jesus [Paperback]		0319IFFQUVX	1E-PX6M-34JY	7.33		2011-03-18 19:37:45 PDT		y	1		Nice clean copy.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0310211395			2	Domestic,International,Next,Second		0310211395				AMAZON_NA
American Orthodox Church: A History of Its Beginnings by Hamm, Herb		0224I3AL5N3	1O-LH26-PXHE	12.99		2011-02-24 14:00:38 PST		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				1928653146			2	Domestic,International,Next,Second		1928653146				AMAZON_NA
Quality Without Tears: The Art of Hassle-Free Management [Paperback]		0224I3AD7ZR	1S-3BE2-9JF4	4.26		2011-02-24 13:51:29 PST		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	1				0070145113			2	Domestic,International,Next,Second		0070145113				AMAZON_NA
Harvard Business Review on Managing People (Harvard Business Review Paperback...		0326IJ4OA6R	1S-IS23-9KLI	11.01	1	2011-03-26 07:08:58 PDT		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0875849075			2	Domestic,Second		0875849075			0	DEFAULT
Study Guide for Matlin's Psychology by Matlin, Margaret W.		0313IC4XKZL	1Z-52IK-CRYC	6.99	1	2011-03-13 06:26:11 PDT		y	1		Appears unread with tight spine and no marks but edges have shelf wear due to storage and handling.  Fast Shipping!  100% Satisfaction Guaranteed!	1				0155084003			2	Domestic,International,Next,Second		0155084003			0	DEFAULT
Business of Illustration (Practical Design Books) by Heller, Steven		0403IMS3W5F	2	4.99	1	2011-04-02 20:33:33 PDT		y	2		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				0823005453			2	Domestic		0823005453			0	DEFAULT
Wake Up Live the Life You Love: Bouncing Back - Thriving in Changing Times		0502I06YL1R	201	4.99	1	2011-05-01 21:52:34 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				193306319X			2	Domestic		9781933063195			0	DEFAULT
Civilisation: A Personal View by Clark, Kenneth		0502I06YX8X	208	3.99	1	2011-05-01 21:52:57 PDT		y	2		Clean pages and tight spine..Slightvedge wear. Fast Shipping! 100% Satisfaction Guaranteed!	2				0060907878			2	Domestic		0060907878			0	DEFAULT
Principles of Marketing with CD (9th Edition) by Kotler, Philip; Armstrong, Gary		0403IN1GA73	21	18.88	1	2011-04-03 06:27:37 PDT		y	2		Book looks new with clean, unmarked pages and unopened CD. The only flaw is that the header page is pulling away from spine - this does not affect content of book. Fast Shipping! 100% Satisfaction Guaranteed!	2				0130404403			1	Domestic		0130404403			0	DEFAULT
The Rhythm of Life: Living Every Day with Passion and Purpose by Kelly, Matthew		0506I2TE793	213	4.99	1	2011-05-06 08:48:46 PDT		y	2		Very nice "Like New" condition. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0743265106			2	Domestic		0743265106			0	DEFAULT
Sherlock Holmes: The Hidden Years by Kurland, Michael		0506I2TE7GL	214	32.91	1	2011-05-06 08:48:51 PDT		y	2		Stated "First Edition: November 2004" with full number line. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0312315139			1	Domestic		0312315139			0	DEFAULT
Looking Backward: TRUE STORIES FROM CHICAGO'S JEWISH PAST [Hardcover]		0506I2TE7PR	215	13.95	1	2011-05-06 08:48:52 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0897335139			2	Domestic		0897335139			0	DEFAULT
With Friends Like These: A Novel [Hardcover] by Koslow, Sally		0506I2TE97X	219	4.99	1	2011-05-06 08:49:04 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0345506227			1	Domestic		9780345506221			0	DEFAULT
The Realm of Rights [Paperback] by Thomson, Judith Jarvis		0507I3E920L	224	12.3	1	2011-05-07 06:25:38 PDT		y	2		Really nice copy with some unobtrusive highlighting. No curling. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				0674749499			2	Domestic		0674749499			0	DEFAULT
Liberalism, Community, and Culture (C Cpb T Clarendon Paperbacks N) [Paperback]		0507I3E95PX	226	24.88	1	2011-05-07 06:25:45 PDT		y	2		Book looks new. Name wriiten on header page. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0198278713			2	Domestic		0198278713			0	DEFAULT
The Law of Peoples: with "The Idea of Public Reason Revisited" by Rawls, John		0507I3E9963	228	47.61	1	2011-05-07 06:25:52 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				067400079X			2	Domestic		067400079X			0	DEFAULT
The Wit & Wisdom of Harry Truman by Keyes, Ralph		0507I3E9B9X	229	4.99	1	2011-05-07 06:25:55 PDT		y	2		Ex-Library, Very nice copy. Book is almost like new but has a library stamp on header page.No other marks 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0517194597			1	Domestic		0517194597			0	DEFAULT
Violet's Defiant Daughter (Life of Faith, A: Violet Travilla Series)		0403IN4OPCR	23	41.95	1	2011-04-03 15:19:16 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1928749232			2	Domestic		1928749232			0	DEFAULT
Dvorak in America: In Search of the New World [Hardcover] by Horowitz, Joseph		0507I3E9D4L	230	12.1	1	2011-05-07 06:25:58 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0812626818			1	Domestic		0812626818			0	DEFAULT
Churchill's History of the English Speaking Peoples by Sir Winston Churchill		0507I3E9LAR	234	34.88	1	2011-05-07 06:26:14 PDT		y	2		Book looks new. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1566198135			1	Domestic		1566198135			0	DEFAULT
Routledge Philosophy GuideBook to Wittgenstein and the Philosophical Investig...		0507I3E90AX	238	8.39	1	2011-05-07 06:25:35 PDT		y	2		Book looks new, name written on header page, very tight spine. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0415111919			2	Domestic		0415111919			0	DEFAULT
Business Driven Information Technology: Answers to 100 Critical Questions for...		0507I3E9AK3	243	9.51	1	2011-05-07 06:25:54 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0804749434			1	Domestic		0804749434			0	DEFAULT
Dear Papa: Children Celebrate Pope John Paul II with Letters of Love and Affe...		0507I3E9EXL	245	39.95	1	2011-05-07 06:26:03 PDT		y	2		Stated "First Edition" 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0764810979			2	Domestic		0764810979			0	DEFAULT
Spago Chocolate [Hardcover] by Bergin, Mary; Gethers, Judy		0507I3E9JK9	247	14	1	2011-05-07 06:26:11 PDT		y	2		Dust jacket has a 1/4" blemish. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0679448330			1	Domestic		0679448330			0	DEFAULT
How the Universe Works: Pathways to Enlightenment by Garfield, Laeh M.		0507I3E9LI9	248	19.95	1	2011-05-07 06:26:14 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0890875340			1	Domestic		0890875340			0	DEFAULT
Dollar Bill Validator / Acceptor Pre-saturated Cleaning Card 25/pk	· Protect and maintain your dollar bill validators  · Greatly increases the acceptance of dollar bills by cleaning and maintaining the hard-to-reach insides if the bill acceptor  · Works on all bill validators / acceptors  · Removes dirt, oil and other contaminants  · Cleans, lubricates and protects all in one easy motion  · Special cleaning solution will not harm rubber belts  · To clean, just insert like a dollar bill  · 25 pre-saturated sealed cleaning cards	0509I4K611R	25 Magic Stripe Cards	24.95		2011-05-09 15:11:01 PDT		y	1		Fast Shipping - Ships within 24 hours!  100% Satisfaction Guaranteed!	11				B005014A6E			1	Domestic		B005014A6E				AMAZON_NA
Black Dart Tips Soft 1/4" - Set of 250 [Misc.]		0922I76VPFR	250 1/4" Tips	3.45	1	2011-09-22 07:08:35 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B004NDUYB0			1	Domestic		B004NDUYB0			0	DEFAULT
Foundation's Edge by Isaac Asimov		0507I3E9QOX	251	3.99	1	2011-05-07 06:26:24 PDT		y	1		Very nice copy. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	2				0385177259			2	Domestic		B002B1YT5S			0	DEFAULT
Political Liberalism by Rawls, Professor John		0508I3PFHDL	255	4.99	1	2011-05-07 20:16:07 PDT		y	2		Ver nice bright copy with dust jacket in fine condition, has name written on headed page. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0231052480			1	Domestic		0231052480			0	DEFAULT
Wilhelm II and the Germans: A Study in Leadership [Hardcover]		0508I3PFI53	256	38.88	1	2011-05-07 20:16:11 PDT		y	2		First, This is a nice tight copy but does haave highlighting on about 20% of book. Dust jacke has a 2" tear which has been repaired. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0195061721			1	Domestic		0195061721			0	DEFAULT
Socratic Puzzles by Nozick, Robert		0508I3PFIE9	257	33.99	1	2011-05-07 20:16:13 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0674816536			1	Domestic		0674816536			0	DEFAULT
Millie's Remarkable Journey, Book 3 by Finley, Martha; Mission City Press  Inc.		0403IN4OPWR	26	21.98		2011-04-03 15:19:22 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1928749119			2	Domestic,Second		1928749119				AMAZON_NA
Foosball Table Cover [Misc.]		1026IVHZYSL	26-0162	19.3		2011-10-25 20:14:20 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B002NLVCU6			1	Domestic		B002NLVCU6				AMAZON_NA
When It's Right to Die: Conflicting Voices, Difficult Choices by Westley, Dick		0508I3PFJCF	260	6.99	1	2011-05-07 20:16:20 PDT		y	2		Clean, bright pages and tight spine, inscription on inside front cover, some corner curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	3				0896226093			2	Domestic		0896226093			0	DEFAULT
Eisenhower at War 1943-1945 [Hardcover] by David Eisenhower		0508I3PFKXX	265	3.99	1	2011-05-07 20:16:32 PDT		y	2		Gently read; Clean pages; Fast Shipping! 100% Satisfaction Guaranteed!	2				0394412370			1	Domestic		0394412370			0	DEFAULT
Art Collectors of Russia: The Private Treasures Revealed by Burrus, Christina		0508I3PFMG3	270	42.85	1	2011-05-07 20:16:43 PDT		y	2		Dust jacket in very good condition with some edge wear from storage and handling 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1850437408			1	Domestic		1850437408			0	DEFAULT
A Futile and Stupid Gesture: How Doug Kenney and National Lampoon Changed Com...		0509I4ETS63	271	8.99	1	2011-05-09 12:38:21 PDT		y	2		Brand new book but cover has a slight crease from handling. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1556527624			2	Domestic		9781556527623			0	DEFAULT
Stories from the Life of Porter Rockwell by John W. Rockwell; Jerry Borrowman		0509I4EUAUL	279	11.1	1	2011-05-09 12:38:38 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1608610055			1	Domestic		9781608610051			0	DEFAULT
My System by Nimzovich, Aron		0403IN4OQ6R	28	22.04	1	2011-04-03 15:19:26 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0679140255			2	Domestic,Second		0679140255			0	DEFAULT
Lee's Real Plan at Gettysburg [Hardcover] by Harman, Troy D.		0509I4EUQCX	281	13.75	1	2011-05-09 12:38:50 PDT		y	2		Stated "First Edition" with full number line 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0811700542			1	Domestic		0811700542			0	DEFAULT
Edge Chronicles 4: The Curse of the Gloamglozer (The Edge Chronicles)		0509I4EUXFX	282	4.99	1	2011-05-09 12:38:57 PDT		y	2		Ex-Library, Clean pages and tight spine. Ex-Library book in excellent condition. The only library marking is a stamp on edge of book. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0385750773			1	Domestic		0385750773			0	DEFAULT
Superstrings and the Search for the Theory of Everything [Paperback] by Peat, F.		0513I83U93L	287	4.99	1	2011-05-13 12:01:51 PDT		y	2		Gently read; Clean pages; Fast Shipping! 100% Satisfaction Guaranteed!	2				0809242575			2	Domestic		0809242575			0	DEFAULT
The 200-MPH Billboard: The Inside Story of How Big Money Changed NASCAR		0403IN4OQE9	29	8.88	1	2011-04-03 15:19:28 PDT		y	2		Inscribed "To Nick, Best Wishes" and Signed by author. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0760328129			1	Domestic,Second		0760328129			0	DEFAULT
Waffletechnology Card Reader Cleaner Cards, CR80, 40 cards/box [Electronics]		1027IW8ISTL	29-0329-10	21.99		2011-10-26 19:29:56 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B0055Q7WU0			1	Domestic		B0055Q7WU0				AMAZON_NA
Lucky Stripe Waffletechnology Bill Acceptor Cleaning Cards w/ Miracle Magic (...		1102IZBLBJ9	29-0329-20	26.22		2011-11-01 18:06:49 PDT		y	1		Fast Shipping!  Ships within 24 hours First Class!  100% Satisfaction Guaranteed!	11				B005NX4E74			1	Domestic		B005NX4E74				AMAZON_NA
A Whole New Life by Price, Reynolds		0513I83UMER	294	4.99	1	2011-05-13 12:02:15 PDT		y	2		Unread book with remainder mark on bottom edge of book. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0689121970			2	Domestic		0689121970			0	DEFAULT
Courage to Be Myself by Valles, Carlos G.		0513I83UQRF	296	4.99	1	2011-05-13 12:02:25 PDT		y	2		Gently read; Clean pages. Fast Shipping! 100% Satisfaction Guaranteed!	1				038526383X			2	Domestic		038526383X			0	DEFAULT
The Future for Investors: Why the Tried and the True Triumph Over the Bold an...		0513I83UTGX	297	5.81	1	2011-05-13 12:02:27 PDT		y	2		Signed by author on header page. Stated "First Edition". Dust jacket in excellent condition with very minor edge wear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				140008198X			1	Domestic		140008198X			0	DEFAULT
Philippa Fisher and the Dream-Maker's Daughter [Hardcover] by Kessler, Liz		0514I8LHL7F	298	4.99	1	2011-05-14 12:32:42 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0763642029			2	Domestic		9780763642020			0	DEFAULT
Stars a la Carte by Reynolds, Bethany; Barbara Smith		0101IGLS0H9	2D-GY9M-J4W1	5.44	1	2011-01-01 10:16:13 PST		y	1		Some slight shelf wear around edges.  Pages are very clean and unmarked.  Fast Shipping!  100% Satisfaction Guaranteed!	1				1574327399			2	Domestic,International,Next,Second		1574327399			0	DEFAULT
The Seattle Sutton Solution: No Gimmicks [Hardcover] by Sutton, Seattle		1216GAVZFV9	2H-4JFH-2Q6X	4.99	1	2010-12-16 10:41:22 PST		y	1		Very nice copy.  Pages are clean and bright.  Spine is tight.  Pages 115-118 have lower right corner tears which do not affect text.  Fast Shipping!  100% Satsfaction Guaranteed.	2				0975278401			1	Domestic		0975278401			0	DEFAULT
The 17 Indisputable Laws of Teamwork: Embrace Them and Empower Your Team		0310IAYGQJF	2K-LZD9-MFGU	6.45		2011-03-10 13:48:29 PST		y	1		100% Satisfaction Guaranteed!!	11				0785274340			2	Domestic,International,Next,Second		0785274340				AMAZON_NA
Grossman's Guide to Wines, Beers, and Spirits [Hardcover] by Grossman, Harold J.		0307I921KT9	2O-9H42-61A9	31.8		2011-03-07 13:25:07 PST		y	1		Dust jacket has some minor bumps from storage and handling.  Fast Shipping!  100% Satisfaction Guaranteed!	11				0684177722			1	Domestic,Next,Second		0684177722				AMAZON_NA
The Kaleidoscope Book: A Spectrum of Spectacular Scopes to Make by Boswell, Thom		0514I8LHOJF	300	4.99	1	2011-05-14 12:32:53 PDT		y	2		Gently read; Clean pages. Dust jacket has minor edge wear.Inside back cover has number written on it - only mark in the book. Fast Shipping! 100% Satisfaction Guaranteed!	1				0806983701			1	Domestic		0806983701			0	DEFAULT
Fly-Fishing the 41st: Around the World on the 41st Parallel by Prosek, James		0515I8YVDU3	301	4.99	1	2011-05-15 09:04:43 PDT		y	2		Book looks new 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0060193794			1	Domestic		0060193794			0	DEFAULT
Yoga For Your Life: A Practice Manual of Breath and Movement for Every Body		0516I9HRJEX	304	4.99	1	2011-05-16 11:25:31 PDT		y	2		Ever so slight corner curl from shelf bumping. Fast Shipping! 100% Satisfaction Guaranteed!	3				0915801604			2	Domestic		0915801604			0	DEFAULT
Writing Winning Business Proposals: Your Guide to Landing the Client,  Making...		0516I9HRK8X	305	4.99	1	2011-05-16 11:25:34 PDT		y	2		New book but has slight soil on bottom edge of book from storage. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0070219257			2	Domestic		0070219257			0	DEFAULT
The Tall Book of Bible Stories by Gibson, Katharine; Chaiko, Ted		0516I9HRL4L	306	25.15	1	2011-05-16 11:25:36 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0060219351			2	Domestic		0060219351			0	DEFAULT
The Pastel Book: Materials and Techniques for Today's Artist by Creevy, Bill		0516I9HRM1X	307	8.1	1	2011-05-16 11:25:38 PDT		y	2		Book looks new but dust jacket has a 1" and a 1/4" tear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0823039021			1	Domestic		0823039021			0	DEFAULT
Blind Man's Bluff: The Untold Story Of American Submarine Espionage [Hardcover]		0516I9IE24R	311	4.99	1	2011-05-16 12:03:44 PDT		y	2		Gently read book with clean pages and tight spine. Dust jacket has minor edge wear and a 1/4" tear. Inscription on 4th page.100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1891620088			2	Domestic		1891620088			0	DEFAULT
I Remember. . .A Memoir of Nazi Invasion, Forced Exile and Concentration Camp		0519IBBI3ER	315	19.95	1	2011-05-19 09:30:43 PDT		y	1		Clean pages and tight spine; Corner bumps and slight curling from storage and handling. Fast Shipping! 100% Satisfaction Guaranteed!	2				B002JHX8MY			1	Domestic		B002JHX8MY			0	DEFAULT
The Book of Courage [Hardcover] by Kelly, Matthew		0520IC0M1F9	317	4.99	2	2011-05-20 15:21:22 PDT		y	2		Back of dust jacket has a small 1/4" tear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1929266103			2	Domestic		1929266103			0	DEFAULT
Becoming a Contagious Christian [Paperback] by Hybels, Bill; Mittelberg, Mark		0319IFFOK9R	32-DHOT-CHH5	4.99		2011-03-18 19:34:07 PDT		y	1		Nice clean gently read copy.  Fast Shipping!  100% Satisfaction Guaranteed!	2				0310210089			2	Domestic,International,Next,Second		0310210089				AMAZON_NA
The Case for Christ:  A Journalist's Personal Investigation of the Evidence f...		0224I3AK453	32-VBDN-CGLF	9.19		2011-02-24 13:59:18 PST		y	1		Fast Shipping!  100% Satisfaction Guaranteed!	11				0310209307			2	Domestic,International,Next,Second		0310209307				AMAZON_NA
Prayer of the Warrior [Paperback] by Brown, Michael H.		0520IC0MIHF	323	3.99	1	2011-05-20 15:21:45 PDT		y	2		Gently read and tight spine;There is underlining through about 5% of book. Fast Shipping! 100% Satisfaction Guaranteed!	3				1880033100			2	Domestic		1880033100			0	DEFAULT
Prayers for the Servants of God [Paperback] by Hays, Edward		0520IC0ML63	325	7.21	1	2011-05-20 15:21:49 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0939516039			2	Domestic		0939516039			0	DEFAULT
Portrait of John Paul II by Frossard, Andre		0520IC0MM99	326	4.99	1	2011-05-20 15:21:51 PDT		y	2		Gentlty read. Clean pages and tight spine; Cover has a slight crease. Fast Shipping! 100% Satisfaction Guaranteed!	2				0898702771			2	Domestic		0898702771			0	DEFAULT
Nose to Nose: A Memoir of Healing [Paperback] by Schieber, Barry J.		0522ICTYHD9	328	11.79	1	2011-05-22 14:48:40 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0972145702			2	Domestic		0972145702			0	DEFAULT
Leadership from the Inside Out:  Becoming A Leader for Life by Cashman, Kevin		0522ICTYK4F	330	4.99	1	2011-05-22 14:48:46 PDT		y	2		First edition 1998 with full number line. Excellent condition - looks new. Has plastic cover over dust jacket. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1890009296			1	Domestic		1890009296			0	DEFAULT
The Preacher's Son [Hardcover] by Marc Adams; Adams, Marc		0522ICTYKL3	331	5.74	1	2011-05-22 14:48:47 PDT		y	2			11				1889829005			2	Domestic		1889829005			0	DEFAULT
Be Yourself: Living The Life You Were Meant To Live By Understanding Your Nat...		0522ICTYL8F	332	10.91	1	2011-05-22 14:48:49 PDT		y	2		Signed by author on header page. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0971563802			2	Domestic		9780971563803			0	DEFAULT
Honor Few, Fear None: The Life and Times of a Mongol by Cavazos, Ruben		0522ICTYQT9	335	18.37	1	2011-05-22 14:49:04 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0061137898			1	Domestic		9780061137891			0	DEFAULT
People Smarts - Bending the Golden Rule to Give Others What They Want		0522ICTYREX	336	10.16	1	2011-05-22 14:49:05 PDT		y	2		Dust jacket has very slight shelf rub and edge wear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0883904217			2	Domestic		0883904217			0	DEFAULT
A Child's First Catholic Dictionary by Dyches, Richard W.; Mustachio, Thomas		0522ICTYTAF	338	10	1	2011-05-22 14:49:10 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0877935254			2	Domestic		0877935254			0	DEFAULT
Investing With the Best: What to Look for, What to Look Out for in Your Searc...		0403IN4ORI9	34	16.85	1	2011-04-03 15:19:42 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0471558273			1	Domestic,Second		0471558273			0	DEFAULT
Planning, Performing, and Controlling Projects (3rd Edition) [Hardcover]		0522ICTYUGX	340	56.29	1	2011-05-22 14:49:14 PDT		y	2		Still in manufacturer's wrapping. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0130416703			1	Domestic		0130416703			0	DEFAULT
New Compleat Astrologer by Parker, Derek & Julia		0523ID86CJL	341	59.95	1	2011-05-23 12:06:09 PDT		y	2		Very nice copy in excellent condition. Dust jacketin very good condition but has some very minor shelf wear on edges.. Fast Shipping! 100% Satisfaction Guaranteed!	1				0517697009			1	Domestic		0517697009			0	DEFAULT
The Miko by Lustbader, Eric		0523ID86MB9	343	9.99	1	2011-05-23 12:06:15 PDT		y	2		Book appears new - in excellent condition with very tight spine Dust jacket has minor edge wear and shelf rub. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				039453929X			1	Domestic		039453929X			0	DEFAULT
Alcohol Drug Dangers [Library Binding] by Clayton, Lawrence		0523ID86PT3	344	4.99	1	2011-05-23 12:06:19 PDT		y	2		Ex-Library, Ex-library book in excellent condition with clean pages. Cover in very good shape. Library stamp on first page. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	3				0766011593			1	Domestic		0766011593			0	DEFAULT
Isabel Bishop [Illustrated] by Helen Yglesias		0527IG2KQ2X	349	19.88	1	2011-05-26 20:52:56 PDT		y	2		Book is like new but dust jacket has some small tears and edge wear. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0847809765			1	Domestic		0847809765			0	DEFAULT
The Sociology of Health and Illness [Paperback] by Conrad, Peter		0527IG2KUFL	351	12.88	1	2011-05-26 20:53:03 PDT		y	2		Book looks new but has some corner fluffing. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				1572599219			1	Domestic		1572599219			0	DEFAULT
Vicars of Christ [Paperback] by Rosa, Peter De		0527IG2L3RF	355	16.16	1	2011-05-26 20:53:28 PDT		y	2		Gently read; Clean pages; Very, very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				184223000X			1	Domestic		184223000X			0	DEFAULT
Creating Rainmakers : The Manager's Guide To Training Professionals To Attrac...		0403IN4ORT3	36	4.99	1	2011-04-03 15:19:46 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				1558508465			2	Domestic,Second		1558508465			0	DEFAULT
Captivating: A Guided Journal: Unveiling the Mystery of a Woman's Soul		0528IGZSN4X	360	4.99	1	2011-05-27 19:30:14 PDT		y	2		Gently read; There is some writing on the first 30 pages. Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	3				0785207007			1	Domestic		0785207007			0	DEFAULT
The Strategy and Tactics of Pricing: A Guide to Profitable Decision Making		0528IGZSSZR	364	8	1	2011-05-27 19:30:38 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				0136693768			1	Domestic		0136693768			0	DEFAULT
From Worst to First: Behind the Scenes of Continental's Remarkable Comeback		0403IN4ORZR	37	8.91	1	2011-04-03 15:19:48 PDT		y	2		Gently read; Clean pages; There is an inscription on header page. Fast Shipping! 100% Satisfaction Guaranteed!	1				0471356522			2	Domestic,Second		0471356522			0	DEFAULT
Culture and Psychology: People Around the World [Paperback] by Matsumoto, David		0528IGZT0CR	372	19.88	1	2011-05-27 19:31:06 PDT		y	2		Gently read; Clean pages; Very slight corner curl. Fast Shipping! 100% Satisfaction Guaranteed!	1				053435436X			1	Domestic		053435436X			0	DEFAULT
The Moro armed struggle in the Philippines: The nonviolent autonomy alternative		0528IGZT2D9	375	49.95	1	2011-05-27 19:31:14 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				9711111306			2	Domestic		9711111306			0	DEFAULT
Glimpses of Heaven: True Stories of Hope and Peace at the End of Life's Journey		0528IGZT6DF	377	4.99	1	2011-05-27 19:31:28 PDT		y	2		Inscription signed by author on header page. Book looks new with very tight spine. 100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	1				0800732510			2	Domestic		9780800732516			0	DEFAULT
Chronicle in Stone: A Novel by Kadare, Ismail		0528IGZT6RL	378	17.37	1	2011-05-27 19:31:33 PDT		y	2		100% Satisfaction Guaranteed! Fast Shipping! Ships within 24 hours!	11				1559708336			2	Domestic		1559708336			0	DEFAULT
